species,dispersal_distance_class,dispersal_vector,seed_buoyancy,seed_terminal_velocity,palatability,growth_form,growth_form_aquatic,woodiness,LDMC,SLA,leaf_C,leaf_CN_ratio,leaf_N,leaf_NP_ratio,leaf_P,leaf_chlorophyll,longevity,fruit_type,nectar_production,pollinator_type,seed_bank_persistency,seed_dormancy,seed_longevity_index,seed_mass,RDMC,SRA,SRL,mycorrhiza_colonization_intensity,mycorrhiza_type,root_N,root_P,root_mass_fraction,height,leaf_area,leaf_length,leaf_mass,leaf_thickness,rooting_depth,Grime_strategy,carnivory,leaf_phenology,nitrogen_fixation,parasitism,photosynthetic_pathway
Alchemilla wichurae,1,Passive,0.84,2.23,4,Hemicryptophyte,terrestrial,non-woody,0.269,9.1,444.9,18.8,26.1,9,2.7,6.89,4,achene,3,0d,3,3,0.23,0.59,0.201,1253.47,121.47,52.8,AM,14.7,1.04,0.458993666666667,5.5,1044.2,18.2,44.3,0.438,0.5,CSR,no,deciduous,no,none,C3
Alchemilla xanthochlora,2,Passive,0.97,2.66,6,Hemicryptophyte,terrestrial,semi-woody,0.226,7.94,445.9,17.5,28.2,9.9,2.5,7.25,4,achene,3,0d,3,3,0.31,0.53,0.175,1242.5,122.39,72,AM,15.8,1.02,0.438397,11.8,1582.2,42.7,63.2,0.435,0.5,CSR,no,deciduous,no,none,C3
Alisma gramineum,2,Passive,0.98,2.05,2,Cryptophyte,aquatic,non-woody,0.147,12.53,411.1,16.3,33.7,12.3,2.7,8.43,4,achene,3,1,2,3,0.23,0.51,0.126,910.45,108.85,8.7,None,14.8,1.03,0.390369,9.9,197.7,28.1,7.9,0.464,0.44,CSR,no,deciduous,no,none,C3
Alisma lanceolatum,2,Passive,0.96,1.91,2,Cryptophyte,aquatic,non-woody,0.13,10.62,429.9,16.1,33.4,12.1,2.8,7.95,4,achene,3,1,2,3,0.2,0.53,0.132,1082.06,124.67,10,None,12.9,1.03,0.387547666666667,23.5,678.8,48.2,26,0.465,0.48,CSR,no,variable,no,none,C3
Alisma plantago-aquatica,2,Passive,0.83,1.62,2,Cryptophyte,aquatic,non-woody,0.158,9.9,433.5,17.8,37.7,11.6,2.8,3.73,4,achene,4,1,4,3,0.58,0.51,0.148,951.24,106.65,3.3,None,12.6,0.95,0.403327666666667,24.3,3166.6,34.4,228.6,0.506,0.52,CSR,no,deciduous,no,none,C3
Alisma wahlenbergii,4,Passive,0.86,2.33,2,Cryptophyte,aquatic,non-woody,0.135,14.02,427.4,17.6,29.4,12.3,2.3,7.45,3,achene,3,1,2,3,0.2,0.61,0.154,1093.67,100.24,6.8,None,13.4,0.94,0.382075,8.7,163.1,23,5.8,0.469,0.46,CSR,no,evergreen,no,none,C3
Alkekengi officinarum,2,Bird,0.58,3.65,2,Hemicryptophyte,terrestrial,non-woody,0.171,12.72,424.9,13.9,36,10.8,3.1,10.36,4,berry,4,0a,2,2,0.16,0.94,0.134,954.24,110.97,48.4,AM,15.4,1.18,0.322080333333333,21,2207.5,37.2,73.8,0.439,0.5,C,no,deciduous,no,none,C3
Alliaria petiolata,2,Passive,0.36,3.73,2,Hemicryptophyte,terrestrial,non-woody,0.168,17.49,427.3,11.5,41.4,8.8,2.6,11.69,2,capsule,4,0c,3,4,0.22,1.36,0.129,1346.26,192.59,0,None,15,1.26,0.323096,18.7,1484.5,40.8,43.1,0.424,0.49,CR,no,deciduous,no,none,C3
Allium carinatum,2,Passive,0.66,3.17,2,Cryptophyte,terrestrial,non-woody,0.112,9.65,450.7,19.9,22.8,12.1,2.1,7.46,4,capsule,5,0a,1,4,0.03,0.94,0.183,841.35,53.42,65,AM,10.6,1.01,0.511993666666666,15.3,335.9,67.5,16.8,0.479,0.5,CSR,no,deciduous,no,none,C3
Allium fistulosum,2,Passive,0.62,3.74,2,Cryptophyte,terrestrial,non-woody,0.129,7.8,385,14.6,36.3,11.3,3.1,9.35,4,capsule,4,1,2,3,0.12,1.2,0.134,778.44,71.87,40.7,AM,14.5,1.05,0.457789,17.9,1143.8,83.3,57.8,0.513,0.53,CSR,no,evergreen,no,none,C3
Allium hollandicum,2,Passive,0.61,3.7,2,Cryptophyte,terrestrial,non-woody,0.132,7.38,428,15.2,31.8,11.2,2.8,9.31,4,capsule,5,1,1,2,0.04,2.27,0.149,978.54,61.97,61,AM,13.8,1.03,0.506113666666666,11.7,551.7,90.3,26.1,0.506,0.52,CSR,no,deciduous,no,none,C3
Allium lineare,2,Passive,0.73,2.51,2,Cryptophyte,terrestrial,non-woody,0.176,4.79,408.6,18.7,25.2,11.5,2.3,4.86,4,capsule,5,1,1,2,0.05,0.83,0.206,922.33,49.42,50.8,AM,11.2,0.97,0.533443666666667,10.2,101.8,23,8.4,0.522,0.48,CSR,no,deciduous,no,none,C3
Allium lusitanicum,2,Passive,0.74,2.9,2,Cryptophyte,terrestrial,non-woody,0.156,7.63,412.2,19,25.2,11.9,2.1,6.5,4,capsule,5,1,1,2,0.04,1.2,0.195,665.61,40.69,55.7,AM,10.4,0.96,0.528934333333333,8.9,239.3,51.2,15,0.495,0.49,CSR,no,deciduous,no,none,C3
Allium maximowiczii,2,Passive,0.62,3.7,2,Cryptophyte,terrestrial,non-woody,0.135,7.48,392.1,14.9,34.9,11.8,2.9,9.36,4,capsule,4,1,1,2,0.12,1.95,0.135,747.06,56.15,44.6,AM,14.4,1.02,0.484681666666667,11.5,501.1,83.1,31.1,0.509,0.52,CSR,no,deciduous,no,none,C3
Allium oleraceum,2,Passive,0.61,4.14,1,Cryptophyte,terrestrial,non-woody,0.15,4.71,444.4,18.8,26.3,12.1,2.2,6.9,4,capsule,4,0a,1,3,0,2.76,0.185,711.08,55.71,70,AM,11.2,0.98,0.521179,18,321.4,110.7,53.9,0.514,0.52,CSR,no,deciduous,no,none,C3
Allium oreophilum,2,Passive,0.65,3.46,2,Cryptophyte,terrestrial,non-woody,0.131,8.17,432.2,15.3,31.6,11.6,2.6,8.38,4,capsule,5,1,1,2,0.04,1.72,0.164,769.74,49.94,60.9,AM,13.3,1.03,0.505908333333333,4.1,346.8,57.6,19.3,0.499,0.5,CSR,no,deciduous,no,none,C3
Allium paradoxum,1,Passive,0.56,4.29,2,Cryptophyte,terrestrial,non-woody,0.05,16.12,429.5,16.3,35.4,14,3,10.98,4,capsule,4,0a,1,3,0.07,39.12,0.145,886.94,73.46,48.4,AM,14.5,1.12,0.443904333333333,11.8,1147.6,69.4,28.2,0.497,0.5,CSR,no,deciduous,no,none,C3
Allium rotundum,2,Passive,0.69,3.1,2,Cryptophyte,terrestrial,non-woody,0.145,8.48,411.3,16.8,28.8,12.7,2.3,7.75,4,capsule,5,0a,2,2,0.07,0.85,0.149,849.95,66.61,84,AM,12.7,1.01,0.486850333333333,16.9,410.3,77.6,22.5,0.489,0.51,CSR,no,deciduous,no,none,C3
Allium schoenoprasum,2,Passive,0.9,2.39,2,Cryptophyte,terrestrial,non-woody,0.168,4.13,418,19.9,28.3,11.8,1.9,4.84,4,capsule,7,1,2,2,0.09,0.7,0.184,777.81,61.1,70,AM,10.4,0.94,0.6695,12.4,101.5,48.4,26.3,0.52,0.49,CSR,no,deciduous,no,none,C3
Allium scorodoprasum,2,Passive,0.68,3.38,2,Cryptophyte,terrestrial,non-woody,0.184,3.31,431,19.4,27.2,13.7,2.4,8.27,4,capsule,4,0a,1,3,0,1.07,0.168,813.72,73.91,70,AM,12.2,1,0.519608666666667,20.4,360.8,81,52.8,0.512,0.52,CSR,no,deciduous,no,none,C3
Allium ursinum,3,Passive,0.36,4.7,2,Cryptophyte,terrestrial,non-woody,0.118,16.73,433.1,17,40.5,10,3.7,12.78,4,capsule,6,0c,1,4,0,2.37,0.152,983.64,119.78,70,AM,6.6,1.17,0.466857,11.9,1797.2,54.3,51.2,0.452,0.48,CSR,no,deciduous,no,none,C3
Allium vineale,3,Passive,0.36,4.66,2,Cryptophyte,terrestrial,non-woody,0.17,6.91,428.8,17.3,29,11.5,2.6,7.77,4,capsule,4,0a,2,3,0.06,3.13,0.15,826.41,86.24,55.8,AM,11.9,1,0.468124,18.6,308.5,83.1,36.4,0.515,0.48,CSR,no,evergreen,no,none,C3
Allium zebdanense,3,Passive,0.56,4.36,2,Cryptophyte,terrestrial,non-woody,0.105,8.88,436.4,15.4,33.8,11.8,2.7,10.74,4,capsule,5,1,1,4,0.02,3.92,0.153,737.96,54.78,55.2,AM,14.3,1.12,0.495771666666666,16.6,909.2,81.8,42.4,0.504,0.5,CSR,no,deciduous,no,none,C3
Alnus glutinosa,6,Passive,0.79,2.43,4,Phanerophyte,terrestrial,woody,0.316,7.05,480.8,27.8,30.6,16.8,2,4.94,4,achene,3,0b,3,2,0.29,0.88,0.168,283.73,190.2,50,AM/EM,11.9,0.81,0.3807,558.6,967.7,22,44.6,0.414,0.45,CR,no,deciduous,yes,none,C3
Alnus incana,6,Passive,0.8,2.07,8,Phanerophyte,terrestrial,woody,0.28,6.32,533.4,26.5,30.2,14.9,1.7,6.3,4,achene,3,0b,3,2,0.5,0.66,0.399,633.46,70,63.8,AM/EM,9.8,0.58,0.28,280.5,1011.8,29.8,50.9,0.419,0.55,C,no,deciduous,yes,none,C3
Alopecurus aequalis,1,Passive,1,1.37,6,Hemicryptophyte,terrestrial,non-woody,0.176,9.43,426.1,20.4,26.7,11.7,2.3,8.33,3,nut,1,0c,3,2,0.42,0.45,0.192,1205.01,156.2,0,AM,10.5,0.89,0.426532,10.6,123.2,29.8,5.3,0.429,0.42,SR,no,deciduous,no,none,C3
Alopecurus arundinaceus,1,Passive,0.91,1.95,5,Hemicryptophyte,terrestrial,non-woody,0.298,7.29,441.5,22.5,21.3,12,1.9,6.53,4,nut,1,0b,2,3,0.21,0.55,0.19,1117.25,39.03,100,AM,10,0.88,0.426429333333333,29.3,170.2,104.8,8.7,0.419,0.6,CS,no,deciduous,no,none,C3
Alopecurus geniculatus,2,Passive,0.9,1.23,7,Hemicryptophyte,terrestrial,non-woody,0.22,12.57,432.6,20.9,26.6,12.7,2.2,17.19,3,nut,1,0b,3,2,0.47,0.47,0.231,1269.09,32.77,41.3,AM,10.5,0.88,0.6416,11.5,78.2,7.7,3.8,0.428,0.48,CSR,no,evergreen,no,none,C3
Alopecurus magellanicus,2,Passive,0.9,1.91,4,Hemicryptophyte,terrestrial,non-woody,0.347,3.03,453.5,16.4,14.4,10.7,1.5,6.72,4,achene,1,0b,2,3,0.21,0.6,0.199,947.44,56.65,20,AM,6.7,0.99,0.430067,11.2,28.5,86.8,1.5,0.416,0.42,CSR,no,evergreen,no,none,C3
Alopecurus myosuroides,2,Passive,0.69,2.95,6,Therophyte,terrestrial,non-woody,0.272,9.97,427,18.7,29.3,13.2,2.5,10.88,3,nut,1,0b,3,2,0.42,0.95,0.154,1127.45,334.05,70,AM,10.8,0.91,0.372434333333333,18,124.6,61.1,4,0.401,0.7,R,no,evergreen,no,none,C3
Alopecurus pratensis,2,Passive,0.89,1.74,8,Hemicryptophyte,terrestrial,non-woody,0.345,9.91,439.1,21.6,20.6,10.8,2.1,6.88,4,nut,1,0b,3,2,0.05,0.66,0.197,1678.44,908.77,50,AM,10.6,0.74,0.7364,20.8,375.4,94.9,12.1,0.439,0.48,C,no,deciduous,no,none,C3
Althaea officinalis,2,Passive,0.33,3.62,2,Hemicryptophyte,terrestrial,non-woody,0.206,9.03,433.4,17.8,28.1,13,2.4,7.98,4,capsule,3,1,2,2,0.17,2.26,0.125,852.48,101.41,70,AM,12,0.98,0.341312,33,1385.8,20.6,62.1,0.457,0.5,CS,no,deciduous,no,none,C3
Alyssum alyssoides,1,Passive,0.36,2.14,3,Hemicryptophyte,terrestrial,non-woody,0.21,9.2,390,16.7,32.4,13.4,2.4,8.37,1,pod,3,0c,2,1,0,0.63,0.145,1089.71,176.54,10.8,None,14,1.01,0.282133666666667,6.4,11.6,6.1,0.9,0.477,0.47,SR,no,deciduous,no,none,C3
Amaranthus blitum,2,Passive,0.71,2.74,3,Therophyte,terrestrial,non-woody,0.082,13.96,393.1,12,37,11.9,3.9,11.11,1,achene,1,0c,2,2,0.41,0.52,0.113,782.81,161.27,12.9,None,15.4,1.24,0.205,16.7,101.2,18.8,12.8,0.495,0.58,CR,no,deciduous,no,none,C4
Amaranthus hybridus,2,Passive,0.69,3.1,3,Therophyte,terrestrial,non-woody,0.171,9.91,391,11.7,35.5,11.8,5.8,11.63,1,achene,1,0c,2,2,0.25,0.55,0.115,829.03,138.99,16.3,None,15.6,1.17,0.25605,25.6,787.3,58.3,50.7,0.452,0.59,CR,no,deciduous,no,none,C4
Amaranthus retroflexus,2,Passive,0.64,3.25,3,Therophyte,terrestrial,non-woody,0.217,6.69,388.1,9.8,30.8,11.6,3.7,11.06,1,achene,1,0c,4,1,0.67,0.52,0.124,856.91,52.8,15.1,None,14.9,1.1,0.2536,26.7,434.6,20.2,48.8,0.427,0.6,CR,no,deciduous,no,none,C4
Ambrosia artemisiifolia,5,Passive,0.69,2.56,3,Therophyte,terrestrial,non-woody,0.222,7.7,411.3,12.7,26.7,11.9,2.8,9.79,1,achene,1,0b,4,4,0.47,1.83,0.132,926.79,50.03,39.4,AM,15.1,1.36,0.325020666666667,21.3,495.9,37.2,28.8,0.441,0.62,CR,no,deciduous,no,none,C3
Ambrosia psilostachya,5,Passive,0.71,2.22,3,Hemicryptophyte,terrestrial,non-woody,0.231,6.26,400.1,16.3,19.4,6.8,1.9,6.93,4,achene,1,0b,2,3,0.22,2.78,0.167,1063.78,916.16,43.9,AM,12.9,0.92,0.353103666666667,17.5,202.4,31.6,10.4,0.43,0.73,C,no,deciduous,no,none,C3
Amelanchier alnifolia,6,Bird,0.62,4.01,3,Phanerophyte,terrestrial,woody,0.391,4.37,457.7,13.7,18.2,11.5,1.9,4.51,4,berry,5,0d,1,4,0.03,2.46,0.313,366.76,8.05,65.9,AM,16.6,0.9,0.48,181.3,396.7,13.2,25.7,0.475,0.57,C,no,deciduous,no,none,C3
Amelanchier lamarckii,6,Bird,0.63,3.94,3,Phanerophyte,terrestrial,woody,0.346,4.5,457.8,22,20,10.8,2.2,5.19,4,berry,5,0d,1,4,0,2.93,0.305,373.36,19.33,62.9,AM,15.1,0.88,0.339572333333334,383.6,258.5,27,34.8,0.449,0.66,C,no,deciduous,no,none,C3
Amelanchier spicata,6,Bird,0.63,3.94,3,Phanerophyte,terrestrial,woody,0.405,8.41,467,22.7,20.7,4.7,4.5,5.89,4,berry,5,0d,1,4,0.05,2.76,0.303,456.63,31.05,64.7,AM,15.6,0.92,0.338976333333333,125.3,408.5,16.9,17.5,0.438,0.54,C,no,deciduous,no,none,C3
Anacamptis morio,5,AirD,0.78,0.75,3,Cryptophyte,terrestrial,non-woody,0.121,15.46,454.9,19.3,28.1,11.5,2.4,6.8,4,capsule,1,2ab,1,3,0,0.37,0.19,1061.71,83.19,70,OrkM,12.4,0.96,0.3775,8.3,199.3,29.3,6.9,0.48,0.39,CSR,no,deciduous,yes,none,C3
Anacamptis palustris,5,AirD,0.82,1.04,3,Cryptophyte,terrestrial,non-woody,0.135,8.73,451.9,20.5,25.1,13.2,2,5.74,4,capsule,1,2,1,3,0.02,3.73,0.205,638.24,43.31,63.6,OrkM,10.1,0.92,0.532690666666666,14.8,256,46.8,16.7,0.511,0.48,CSR,no,deciduous,no,none,C3
Anacamptis pyramidalis,5,AirD,0.77,0.79,2,Cryptophyte,terrestrial,non-woody,0.116,16.54,459.6,21.7,25.3,12.7,2,6.29,4,capsule,1,2ab,1,3,0.05,0.37,0.208,951.25,48.09,70,OrkM,10.2,0.97,0.525843999999999,14.6,427.7,43.2,10.7,0.496,0.45,CSR,no,deciduous,no,none,C3
Anaphalis margaritacea,5,Passive,0.73,0.96,3,Hemicryptophyte,terrestrial,non-woody,0.294,7.05,437.5,100.6,4.3,10.3,2.2,13.29,4,achene,4,2,3,2,0.42,0.39,0.201,917.76,87.42,51.7,AM,10.3,0.97,0.445434333333333,16,361,15.2,98.9,0.48,0.42,CSR,no,deciduous,no,none,C3
Anchusa arvensis,3,Myr,0.59,3.8,2,Hemicryptophyte,terrestrial,non-woody,0.116,6.48,419.3,16.2,32.8,12.3,2.7,12.19,1,capsule,5,1a,2,2,0.14,2.5,0.133,889.66,224.89,37.5,AM,13,1.17,0.330057666666666,10.8,702.9,55.5,32.3,0.487,0.54,CR,no,deciduous,no,none,C3
Anchusa officinalis,3,Myr,0.63,3.68,2,Hemicryptophyte,terrestrial,non-woody,0.114,8.85,414,14.6,32.2,11.9,2.7,9.37,3,capsule,5,1a,2,2,0.33,2.06,0.126,947.75,99.7,20,AM,14.1,1.05,0.392764333333333,20.7,524.6,35.1,23.6,0.481,0.57,CS,no,deciduous,no,none,C3
Andromeda polifolia,1,AirD,1,1.87,2,Chamaephyte,terrestrial,semi-woody,0.422,2.99,543.8,26.4,15.4,15.9,1.2,3,4,capsule,4,1,2,4,0.25,0.43,0.291,587.45,42.64,52,EriM,6.9,0.66,0.279616333333334,5.9,16.9,15.1,3.2,0.477,0.45,CS,no,evergreen,no,none,C3
Androsace elongata,1,Passive,0.66,1.99,2,Therophyte,terrestrial,non-woody,0.178,10.06,393.5,19.7,24.4,11.6,2.2,6.2,1,capsule,1,1,2,4,0,0.5,0.17,1056.42,166.81,33.4,AM,12.3,1.01,0.261026333333333,1.3,10.9,4.2,0.8,0.483,0.43,SR,no,deciduous,no,none,C3
Androsace septentrionalis,1,Passive,0.71,1.99,2,Therophyte,terrestrial,non-woody,0.157,8.78,422.2,21.5,19.6,10.9,2.6,6.64,1,capsule,1,1,2,2,0.37,0.44,0.179,1456.8,786.19,42.2,AM,12.3,1.04,0.1135,2.8,7.9,6.8,0.8,0.458,0.4,SR,no,deciduous,no,none,C3
Anemonoides blanda,1,Passive,0.7,3.01,2,Cryptophyte,terrestrial,non-woody,0.186,8.25,422.7,16.1,29.2,11.4,2.8,8.99,4,achene,2,1,1,3,0,1.71,0.167,771.44,61.34,59,AM,13.9,1.07,0.516514,6.6,547.2,27,25.1,0.482,0.52,CSR,no,deciduous,no,none,C3
Anemonoides nemorosa,3,Passive,0.71,3.05,2,Cryptophyte,terrestrial,non-woody,0.205,10.93,437.1,19.4,25,9,2.7,10.12,4,achene,2,1,2,4,0.09,1.63,0.182,1075.25,76.46,100,AM,9.4,1.06,0.500155333333333,9,1083.2,73.9,41.4,0.445,0.47,CSR,no,deciduous,no,none,C3
Anemonoides ranunculoides,3,Passive,0.71,3.11,2,Cryptophyte,terrestrial,non-woody,0.184,13.85,426.9,17.5,27,9.1,3,11.22,4,achene,2,1,1,4,0.1,0.96,0.154,1019.81,123.23,30,AM,12.3,1.06,0.456172666666666,5.5,524.3,23.7,7.7,0.447,0.46,CSR,no,deciduous,no,none,C3
Anemonoides sylvestris,5,AirP,0.81,1.13,2,Hemicryptophyte,terrestrial,non-woody,0.284,5.79,442.2,19.6,23.6,10.8,2.3,6.1,4,achene,2,0c,1,2,0.02,0.8,0.214,1009.82,27.35,75,AM,10.5,0.97,0.539900666666667,7,690.4,26.9,35.8,0.48,0.66,CSR,no,deciduous,no,none,C3
Anemonoides trifolia,3,Passive,0.65,3.56,2,Cryptophyte,terrestrial,non-woody,0.166,11.84,421.4,16.3,30.1,10.3,3.2,12.62,4,achene,3,1,1,4,0.04,2.14,0.161,825.91,94.18,51.1,AM,13.3,1.14,0.47829,7.6,1238.4,30.4,43.4,0.445,0.49,CSR,no,deciduous,no,none,C3
Angelica archangelica,2,Water,0.94,2.12,3,Hemicryptophyte,terrestrial,non-woody,0.194,7.82,417.6,18.9,24.4,14.1,0.9,7.55,3,achene,5,2,2,4,0.17,1.86,0.136,886.54,67.12,50.7,AM,9.3,0.62,0.429270666666667,23.9,6837,48.2,175.7,0.475,0.53,CS,no,deciduous,no,none,C3
Angelica sylvestris,2,Passive,0.96,1.58,3,Hemicryptophyte,terrestrial,non-woody,0.206,11.04,431.7,15.5,28.6,8.2,3.5,8.31,3,achene,5,2,2,4,0.07,1.06,0.157,1159.19,71.48,54,AM,10.8,0.95,0.522152666666667,22.2,8224.7,55.4,311.3,0.425,0.52,C,no,deciduous,no,none,C3
Antennaria alpina,5,Passive,0.79,0.86,3,Hemicryptophyte,terrestrial,non-woody,0.246,7.41,451.7,24.2,18.8,9,2.4,5.28,4,achene,4,0d,1,2,0,0.47,0.225,951.24,20.43,60.5,AM,9.4,1.01,0.469257666666667,2.2,10.5,7.3,0.8,0.475,0.44,CSR,no,evergreen,no,none,C3
Antennaria canescens,5,AirP,0.81,0.57,3,Hemicryptophyte,terrestrial,non-woody,0.291,5.6,441.1,24.2,18.5,10.6,2.1,4.61,4,achene,4,1,1,2,0.05,0.5,0.225,855.06,26.58,58.1,AM,9.3,0.97,0.488541666666666,1.4,10.4,7.8,1,0.486,0.47,CSR,no,evergreen,no,none,C3
Antennaria dioica,5,Passive,0.81,0.17,2,Chamaephyte,terrestrial,non-woody,0.261,7.1,453.4,32.3,14.1,10.1,1.6,3.53,4,achene,4,2,1,2,0,0.4,0.227,1019.02,98.2,74,AM,7.8,0.93,0.463201,2.5,26.6,5,1.6,0.468,0.4,CSR,no,evergreen,no,none,C3
Antennaria lanata,4,Passive,0.79,0.73,3,Hemicryptophyte,terrestrial,non-woody,0.166,7.69,451.3,19.6,25.3,10.6,2.5,5.6,4,achene,4,0c,1,2,0.02,0.37,0.223,1023.28,29.52,61.4,AM,10.2,1.03,0.467175666666667,2.8,80.9,11.6,4.4,0.484,0.44,CSR,no,evergreen,no,none,C3
Antennaria nordhageniana,5,AirP,0.8,0.65,3,Hemicryptophyte,terrestrial,non-woody,0.19,7.2,387.9,18.2,25.8,10.6,2.5,6.14,4,achene,5,1,2,2,0.1,0.71,0.186,868.04,44.73,59.2,AM,10.5,0.98,0.506112,9.1,165.3,23.4,11,0.49,0.52,CSR,no,deciduous,no,none,C3
Antennaria porsildii,5,AirP,0.8,0.59,3,Hemicryptophyte,terrestrial,non-woody,0.242,7.78,447.9,19.8,23.8,10.3,2.4,4.99,4,achene,4,1,1,2,0.08,0.5,0.217,922.86,28.41,55.8,AM,10.4,1.03,0.467374333333333,0.6,5.4,7.4,0.6,0.478,0.46,CSR,no,evergreen,no,none,C3
Anthemis arvensis,2,Passive,0.72,2.23,2,Therophyte,terrestrial,non-woody,0.143,12.34,448.4,26.4,17,11.3,2.1,9.85,1,achene,5,2,3,2,0.3,0.6,0.142,807.4,137.72,70,AM,11.1,1.05,0.358775333333333,10.3,97.7,9.6,4.5,0.469,0.52,CR,no,evergreen,no,none,C3
Anthemis cotula,1,Passive,0.69,2.42,2,Therophyte,terrestrial,non-woody,0.134,9.3,431.2,12.7,33.2,12.7,2.7,9.94,1,achene,5,2,4,2,0.5,0.52,0.123,862.29,53.71,46.1,AM,16.5,1.14,0.311719,13.5,115.9,7.7,8,0.481,0.48,CSR,no,evergreen,no,none,C3
Anthericum liliago,6,Passive,0.88,3.22,1,Hemicryptophyte,terrestrial,non-woody,0.162,6.97,446.5,18.3,26,11,2.4,6.32,4,capsule,4,1,2,3,0.03,2.51,0.204,865.7,42.15,65.5,AM,10.3,0.99,0.563663,14.8,1227.7,51.6,68.6,0.5,0.52,CSR,no,deciduous,no,none,C3
Anthericum ramosum,6,Passive,0.74,3.57,1,Hemicryptophyte,terrestrial,non-woody,0.162,8.52,445.6,17.6,26.8,11.6,2.3,6.92,4,capsule,4,2,1,3,0,1.56,0.203,812.2,35.25,62.5,AM,11,1.02,0.546178333333333,15.6,447.4,46.6,19.4,0.486,0.51,CSR,no,deciduous,no,none,C3
Anthoxanthum australe,2,Passive,0.99,1.76,4,Hemicryptophyte,terrestrial,non-woody,0.318,7.58,447.2,22.9,19.5,13.4,1.7,6,4,achene,1,0b,2,2,0.06,0.69,0.204,711.11,69.32,48.2,AM,10.1,0.92,0.482131,7.8,187,53.8,9.7,0.424,0.52,C,no,deciduous,no,none,C3
Anthoxanthum monticola,2,Passive,0.84,1.78,4,Hemicryptophyte,terrestrial,non-woody,0.355,2.53,454.8,23.2,16.8,11.5,1.6,4.06,4,achene,1,0d,1,2,0.05,0.65,0.233,793.86,28.23,53.1,AM,8.8,0.91,0.464642666666666,8.2,28.4,31.1,2.6,0.456,0.44,CSR,no,deciduous,no,none,C3
Anthoxanthum nipponicum,1,Passive,0.9,1.43,4,Therophyte,terrestrial,non-woody,0.326,7.99,448.4,21.2,22.5,11.5,1.8,6,4,achene,1,0b,2,2,0.13,0.52,0.216,1096.34,52.24,47.8,AM,8.5,0.95,0.433829333333334,5.7,66.9,35.9,3.7,0.423,0.46,CSR,no,deciduous,no,none,C3
Anthoxanthum nitens,2,Passive,1,1.57,3,Hemicryptophyte,terrestrial,non-woody,0.222,12.56,468.1,24.3,19.2,19.8,1,6.32,4,achene,1,0b,1,3,0,0.63,0.203,885.82,66.6,50,AM,9,0.88,0.454708,15.6,88.9,35.3,2,0.427,0.48,CS,no,deciduous,no,none,C3
Anthoxanthum odoratum,2,Passive,0.98,2.45,4,Hemicryptophyte,terrestrial,non-woody,0.288,10.28,445.6,17.7,22.4,14,1.5,5.75,4,nut,1,0b,2,2,0.15,0.59,0.253,1586.37,69.42,44.7,AM,10.8,0.79,0.5292,9.1,94.5,35.5,4.3,0.42,0.44,CSR,no,deciduous,no,none,C3
Anthriscus caucalis,2,Adh,0.63,3.18,2,Therophyte,terrestrial,non-woody,0.166,13.74,419.5,14.2,33.3,12.6,2.9,10.93,1,achene,3,0c,3,3,0.25,0.86,0.129,769.16,89.23,45.3,AM,14.5,1.02,0.344495333333333,19.4,1195.7,22.4,33,0.471,0.92,CR,no,deciduous,no,none,C3
Anthriscus cerefolium,2,Passive,0.64,3.52,2,Therophyte,terrestrial,non-woody,0.181,19.06,423.8,14.1,36.6,11.7,3.1,11,1,capsule,3,1,2,2,0.24,1.13,0.114,935.32,138.72,42.5,AM,15.2,1.14,0.324856666666667,17.5,312.3,18.3,4.6,0.453,0.52,CR,no,deciduous,no,none,C3
Anthriscus sylvestris,2,Passive,0.93,3.91,5,Hemicryptophyte,terrestrial,non-woody,0.208,12.04,437.6,20.7,28.1,8.3,3.8,9.28,4,achene,5,1,2,4,0.06,1.85,0.136,975.73,46.07,66,AM,5.7,1.04,0.6672,25.4,3251.3,108.2,82.2,0.428,0.52,C,no,deciduous,no,none,C3
Anthyllis vulneraria,1,Passive,0.82,1.52,6,Hemicryptophyte,terrestrial,non-woody,0.177,6.71,404.7,11.9,31.3,21.6,1.4,10.49,3,capsule,5,1a,4,2,0.07,1.52,0.143,812.29,79.98,26.7,AM,19.6,1.05,0.3111,8,261.7,11.8,11.9,0.49,0.86,CSR,no,deciduous,yes,none,C3
Antirrhinum majus,2,Passive,0.71,1.59,2,Therophyte,terrestrial,semi-woody,0.165,6.11,422,18.7,25,12.1,2.3,6.89,3,capsule,6,1a,3,2,1,0.43,0.156,894.44,104.07,6,AM,11.2,0.99,0.321508333333333,17.8,113,13.2,10.1,0.488,0.52,CS,no,deciduous,no,none,C3
Apera interrupta,1,Passive,0.76,2.17,5,Therophyte,terrestrial,non-woody,0.248,13.33,397.7,21.6,27,13.1,1.9,8.8,0,nut,1,0b,2,2,0.26,0.41,0.171,823.67,178.55,42.8,AM,9.8,0.92,0.347029,9.7,22.6,30.2,0.7,0.414,0.64,CR,no,deciduous,no,none,C3
Apera spica-venti,2,Passive,0.78,1.31,6,Therophyte,terrestrial,non-woody,0.229,10.86,429.7,17.9,53.1,12.4,4.3,14.79,1,nut,1,0b,3,1,0.36,0.41,0.151,1080.06,6343.68,70,AM,11,1.03,0.3423,20.6,215.7,43.8,13.7,0.422,0.64,CR,no,evergreen,no,none,C3
